ref,greek,lemma,pos,didakta,rel,syn,line,didakta_1,didakta_2,didakta_3,didakta_4,didakta_combined
14,μὲν,μέν,g--------,particle indeclform,16.0,AuxY,5.391,,,,,
15,ἐπαύσατο,παύω,v3saim---,"AorIngr, MidDir",16.0,PRED_CO,5.391,AorIngr,MidDir,,,AorIngr|MidDir
16,ἠδὲ,ἠδέ,c--------,conj indeclform,0.0,COORD,5.391,,,,,
17,γαλήνη,γαλήνη,n-s---fn-,NomSubj,18.0,SBJ,5.391,NomSubj,,,,NomSubj
18,ἔπλετο,πέλω,v3siie---,ImpfDesc,16.0,PRED_CO,5.392,ImpfDesc,,,,ImpfDesc
19,νηνεμίη,νηνέμιος,a-s---fn-,NomSubj,17.0,ATR,5.392,NomSubj,,,,NomSubj
20,·,·,u--------,,0.0,AuxK,5.392,,,,,
1,ὁ,ὁ,p-s---mn-,"NomSubj, Pron4",5.0,SBJ,5.392,NomSubj,,,,NomSubj
2,δ',δέ,g--------,particle indeclform,0.0,COORD,5.392,,,,,
3,ἄρα,ἄρα,g--------,particle indeclform,5.0,AuxY,5.392,,,,,
4,σχεδὸν,σχεδόν,d--------,adv indeclform,16.0,ADV,5.392,,,,,
5,εἴσιδε,εἰσοράω,v3saia---,Aor,2.0,PRED_CO,5.392,Aor,,,,Aor
6,γαῖαν,γαῖα,n-s---fa-,AccObj,5.0,OBJ,5.392,AccObj,,,,AccObj
7,ὀξὺ,ὀξύς,a-s---na-,AccAdv; oxys-cunliffe-lex-3.a - very precise word sense,9.0,ADV,5.393,,,,,
8,μάλα,μάλα,d--------,adv indeclform,7.0,AuxZ,5.393,,,,,
9,προϊδών,προεῖδον,v-sapamn-,"NomSubj, PartCirc.3",10.0,ADV_CO,5.393,NomSubj,PartCirc.3,,,NomSubj|PartCirc.3
10,",",",",u--------,,5.0,COORD,5.393,,,,,
11,μεγάλου,μέγας,a-s---ng-,GenSep (Prep5),13.0,ATR,5.393,GenSep (Prep5),,,,GenSep (Prep5)
12,ὑπὸ,ὑπό,r--------,Prep5; THIS IS HUPO + GEN OF AGENT -- BUT USED OF A THING; See Hainsworth comment; important to mention in learning grammar.,14.0,AuxP,5.393,,,,,
13,κύματος,κῦμα,n-s---ng-,GenSep (Prep5),12.0,OBJ,5.393,GenSep (Prep5),,,,GenSep (Prep5)
14,ἀρθείς,αἴρω,v-sappmn-,"NomSubj, PartCirc.4",10.0,ADV_CO,5.393,NomSubj,PartCirc.4,,,NomSubj|PartCirc.4
15,.,.,u--------,,0.0,AuxK,5.393,,,,,
1,ὡς,ὡς,c--------,adv indeclform,52.0,ADV,5.394,,,,,
2,δ',δέ,g--------,particle indeclform,0.0,COORD,5.394,,,,,
3,ὅτ',ὅτε,c--------,conj indeclform,40.0,AuxC,5.394,,,,,
4,ἂν,ἄν,g--------,particle indeclform,8.0,AuxZ,5.394,,,,,
5,ἀσπάσιος,ἀσπάσιος,a-s---mn-,NomSubj,6.0,ATV,5.394,NomSubj,,,,NomSubj
6,βίοτος,βίοτος,n-s---mn-,NomSubj,8.0,SBJ,5.394,NomSubj,,,,NomSubj
7,παίδεσσι,παῖς,n-p---md-,DatVerb,8.0,OBJ,5.394,DatVerb,,,,DatVerb
8,φανήῃ,φαίνω,v3sasp---,"SubjSubor, Pass",52.0,ADV_CO,5.394,SubjSubor,Pass,,,SubjSubor|Pass
9,πατρός,πατήρ,n-s---mg-,GenPos,6.0,ATR,5.395,GenPos,,,,GenPos
10,",",",",u--------,,23.0,AuxX,5.395,,,,,
11,ὃς,ὅς,p-s---mn-,"NomSubj, Pron8",14.0,SBJ,5.395,NomSubj,,,,NomSubj
12,ἐν,ἐν,r--------,Prep5,14.0,AuxP,5.395,,,,,
13,νούσῳ,νόσος,n-s---fd-,DatMean (Prep5),12.0,ADV,5.395,DatMean (Prep5),,,,DatMean (Prep5)
14,κεῖται,κεῖμαι,v3spie---,"PresIter, MidDir",23.0,ATR_CO,5.395,PresIter,MidDir,,,PresIter|MidDir
15,κρατέρ',κρατερός,a-p---na-,AccObj,16.0,ATR,5.395,AccObj,,,,AccObj
16,ἄλγεα,ἄλγος,n-p---na-,AccObj,17.0,OBJ,5.395,AccObj,,,,AccObj
17,πάσχων,πάσχω,v-sppamn-,"NomSubj, PartCirc.1",18.0,ADV_CO,5.395,NomSubj,PartCirc.1,,,NomSubj|PartCirc.1
18,",",",",u--------,,14.0,COORD,5.395,,,,,
19,δηρὸν,δηρός,a-s---na-,AccAdv,20.0,ADV,5.396,AccAdv,,,,AccAdv
20,τηκόμενος,τήκω,v-sppemn-,"NomSubj, PartCirc.1",18.0,ADV_CO,5.396,NomSubj,PartCirc.1,,,NomSubj|PartCirc.1
21,",",",",u--------,,23.0,AuxX,5.396,,,,,
22,στυγερὸς,στυγερός,a-s---mn-,NomSubj,26.0,ATR,5.396,NomSubj,,,,NomSubj
23,δέ,δέ,g--------,particle indeclform,9.0,COORD,5.396,,,,,
24,οἱ,ἕ,p-s---md-,"DatVerb, Pron4",25.0,OBJ,5.396,DatVerb,,,,DatVerb
25,ἔχραε,χράω,v3siia---,AorGnom,23.0,ATR_CO,5.396,AorGnom,,,,AorGnom
26,δαίμων,δαίμων,n-s---mn-,NomSubj,25.0,SBJ,5.396,NomSubj,,,,NomSubj
27,",",",",u--------,,29.0,AuxX,5.396,,,,,
28,ἀσπάσιον,ἀσπάσιος,a-s---ma-,AccObj,31.0,ATV,5.397,AccObj,,,,AccObj
29,δ',δέ,g--------,particle indeclform,3.0,COORD,5.397,,,,,
30,ἄρα,ἄρα,g--------,particle indeclform,35.0,AuxY,5.397,,,,,
31,τόν,ὁ,p-s---ma-,AccObj,35.0,OBJ,5.397,AccObj,,,,AccObj
32,γε,γε,g--------,particle indeclform,31.0,AuxZ,5.397,,,,,
33,θεοὶ,θεός,n-p---mn-,NomSubj,35.0,SBJ,5.397,NomSubj,,,,NomSubj
34,κακότητος,κακότης,n-s---fg-,GenVerb.1,35.0,OBJ,5.397,GenVerb.1,,,,GenVerb.1
35,ἔλυσαν,λύω,v3paia---,AorGnom,52.0,ADV_CO,5.397,AorGnom,,,,AorGnom
36,",",",",u--------,,3.0,AuxX,5.397,,,,,
37,ὣς,ὡς,d--------,adv indeclform,40.0,ADV,5.398,,,,,
38,Ὀδυσεῖ,Ὀδυσσεύς,n-s---md-,DatVerb,40.0,OBJ,5.398,DatVerb,,,,DatVerb
39,ἀσπαστὸν,ἀσπαστός,a-s---nn-,NomSubj,40.0,ADV,5.398,NomSubj,,,,NomSubj
40,ἐείσατο,εἶδον,v3saim---,AorGnom,46.0,PRED_CO,5.398,AorGnom,,,,AorGnom
41,γαῖα,γαῖα,n-s---fn-,NomSubj,42.0,SBJ_CO,5.398,NomSubj,,,,NomSubj
42,καὶ,καί,c--------,conj indeclform,40.0,COORD,5.398,,,,,
43,ὕλη,ὕλη,n-s---fn-,NomSubj,42.0,SBJ_CO,5.398,NomSubj,,,,NomSubj
44,",",",",u--------,,46.0,AuxX,5.398,,,,,
45,νῆχε,νήχω,v3siia---,ImpfDesc,46.0,PRED_CO,5.399,ImpfDesc,,,,ImpfDesc
46,δ',δέ,g--------,particle indeclform,2.0,COORD,5.399,,,,,
47,ἐπειγόμενος,ἐπείγω,v-sppemn-,"NomSubj, PartCirc.1",45.0,ADV,5.399,NomSubj,PartCirc.1,,,NomSubj|PartCirc.1
48,ποσὶν,πούς,n-p---md-,DatInstr,50.0,ADV,5.399,DatInstr,,,,DatInstr
49,ἠπείρου,ἤπειρος,n-s---fg-,GenVerb.7,50.0,OBJ,5.399,GenVerb.7,,,,GenVerb.7
50,ἐπιβῆναι,ἐπιβαίνω,v--ana---,InfDyn,47.0,OBJ,5.399,InfDyn,,,,InfDyn
51,.,.,u--------,,0.0,AuxK,5.399,,,,,
1,ἀλλ',ἀλλά,d--------,adv indeclform,13.0,AuxY,5.4,,,,,
2,ὅτε,ὅτε,c--------,conj indeclform,13.0,AuxC,5.4,,,,,
3,τόσσον,τόσος,a-s---na-,AccAdv,4.0,ADV,5.4,AccAdv,,,,AccAdv
4,ἀπῆν,ἄπειμι,v3siia---,ImpfDesc,2.0,ATR,5.4,ImpfDesc,,,,ImpfDesc
5,ὅσσον,ὅσος,a-s---ma-,AccAdv,7.0,ADV,5.4,AccAdv,,,,AccAdv
6,τε,τε,g--------,particle indeclform,7.0,AuxY,5.4,,,,,
7,γέγωνε,γέγωνα,v3sria---,Perf,3.0,ATR,5.4,Perf,,,,Perf
8,βοήσας,βοάω,v-sapamn-,"NomSubj, PartCirc.3",7.0,ADV,5.4,NomSubj,PartCirc.3,,,NomSubj|PartCirc.3
9,",",",",u--------,,2.0,AuxX,5.4,,,,,
10,καὶ,καί,d--------,conj indeclform,13.0,AuxY,5.401,,,,,
11,δὴ,δή,g--------,particle indeclform,13.0,AuxY,5.401,,,,,
12,δοῦπον,δοῦπος,n-s---ma-,AccObj,13.0,OBJ,5.401,AccObj,,,,AccObj
13,ἄκουσε,ἀκούω,v3saia---,Aor,0.0,PRED,5.401,Aor,,,,Aor
14,ποτὶ,πρός,r--------,Prep5,13.0,AuxP,5.401,,,,,
15,σπιλάδεσσι,σπιλάς,n-p---fd-,DatLoc (Prep5),14.0,ATR,5.401,DatLoc (Prep5),,,,DatLoc (Prep5)
16,θαλάσσης,θάλασσα,n-s---fg-,GenSubj,12.0,ATR,5.401,GenSubj,,,,GenSubj
17,·,·,u--------,,0.0,AuxK,5.401,,,,,
1,ῥόχθει,ῥοχθέω,v3siia---,ImpfDesc,12.0,PRED_CO,5.402,ImpfDesc,,,,ImpfDesc
2,γὰρ,γάρ,g--------,particle indeclform,1.0,AuxY,5.402,,,,,
3,μέγα,μέγας,a-s---nn-,NomSubj,4.0,ATR,5.402,NomSubj,,,,NomSubj
4,κῦμα,κῦμα,n-s---nn-,NomSubj,1.0,SBJ,5.402,NomSubj,,,,NomSubj
5,ποτὶ,πρός,r--------,Prep5,1.0,AuxP,5.402,,,,,
6,ξερὸν,ξερόν,n-s---na-,AccDirec.1 (Prep5),5.0,OBJ,5.402,,,,,
7,ἠπείροιο,ἤπειρος,n-s---fg-,GenPos,6.0,ATR,5.402,GenPos,,,,GenPos
8,δεινὸν,δεινός,a-s---na-,AccAdv,9.0,ADV,5.403,AccAdv,,,,AccAdv
9,ἐρευγόμενον,ἐρεύγομαι,v-sppenn-,"NomSubj, PartCirc.1",1.0,ADV,5.403,NomSubj,PartCirc.1,,,NomSubj|PartCirc.1
10,",",",",u--------,,12.0,AuxX,5.403,,,,,
11,εἴλυτο,εἰλύω,v3slie---,"Pperf, MidIndir",12.0,PRED_CO,5.403,Pperf,MidIndir,,,Pperf|MidIndir
12,δὲ,δέ,g--------,particle indeclform,0.0,COORD,5.403,,,,,
13,πάνθ',πᾶς,a-p---nn-,NomSubj,11.0,SBJ,5.403,NomSubj,,,,NomSubj
14,ἁλὸς,ἅλς,n-s---mg-,GenPos,15.0,ATR,5.403,GenPos,,,,GenPos
15,ἄχνῃ,ἄχνη,n-s---fd-,DatAgent,11.0,ADV,5.403,DatAgent,,,,DatAgent
16,·,·,u--------,,0.0,AuxK,5.403,,,,,
1,οὐ,οὐ,d--------,adv indeclform,3.0,AuxZ,5.404,,,,,
2,γὰρ,γάρ,g--------,particle indeclform,3.0,AuxY,5.404,,,,,
3,ἔσαν,εἰμί,v3piia---,ImpfDesc,9.0,PRED_CO,5.404,ImpfDesc,,,,ImpfDesc
4,λιμένες,λιμήν,n-p---mn-,NomPred,12.0,SBJ_AP,5.404,NomPred,,,,NomPred
5,νηῶν,ναῦς,n-p---fg-,GenObj,6.0,ATR,5.404,GenObj,,,,GenObj
6,ὄχοι,ὄχος,n-p---mn-,NomPred,12.0,SBJ_AP,5.404,NomPred,,,,NomPred
7,",",",",u--------,,9.0,AuxX,5.404,,,,,
8,οὐ,οὐ,d--------,adv indeclform,12.0,AuxZ,5.404,,,,,
9,δ',δέ,g--------,particle indeclform,0.0,COORD,5.404,,,,,
10,ἐπιωγαί,ἐπιωγαί,n-p---fn-,NomPred,12.0,SBJ,5.404,NomPred,,,,NomPred
11,.,.,u--------,,0.0,AuxK,5.404,,,,,
1,ἀλλ',ἀλλά,c--------,adv indeclform,0.0,COORD,5.405,,,,,
2,ἀκταὶ,ἀκτή,n-p---fn-,NomPred,8.0,SBJ_CO,5.405,NomPred,,,,NomPred
3,προβλῆτες,προβλής,n-p---fn-,NomPred,2.0,ATR,5.405,NomPred,,,,NomPred
4,ἔσαν,εἰμί,v3piia---,ImpfDesc,1.0,PRED_CO,5.405,ImpfDesc,,,,ImpfDesc
5,σπιλάδες,σπιλάς,n-p---fn-,NomPred,8.0,SBJ_CO,5.405,NomPred,,,,NomPred
6,τε,τε,g--------,particle indeclform,8.0,AuxY,5.405,,,,,
7,πάγοι,πάγος,n-p---mn-,NomPred,8.0,SBJ_CO,5.405,NomPred,,,,NomPred
8,τε,τε,g--------,particle indeclform,4.0,COORD,5.405,,,,,
9,·,·,u--------,,0.0,AuxK,5.405,,,,,
1,καὶ,καί,d--------,conj indeclform,4.0,AuxY,5.406,,,,,
2,τότ',τότε,d--------,adv indeclform,4.0,ADV,5.406,,,,,
3,Ὀδυσσῆος,Ὀδυσσεύς,n-s---mg-,GenPos,6.0,ATR,5.406,GenPos,,,,GenPos
4,λύτο,λύω,v3saip---,"AorIngr, Pass",11.0,PRED_CO,5.406,AorIngr,Pass,,,AorIngr|Pass
5,γούνατα,γόνυ,n-p---nn-,NomSubj,6.0,SBJ_CO,5.406,NomSubj,,,,NomSubj
6,καὶ,καί,c--------,conj indeclform,4.0,COORD,5.406,,,,,
7,φίλον,φίλος,a-s---nn-,NomSubj,8.0,ATR,5.406,NomSubj,,,,NomSubj
8,ἦτορ,ἦτορ,n-s---nn-,NomSubj,6.0,SBJ_CO,5.406,NomSubj,,,,NomSubj
9,",",",",u--------,,11.0,AuxX,5.406,,,,,
10,ὀχθήσας,ὀχθέω,v-sapamn-,"NomSubj, PartCirc.4",13.0,ADV,5.407,NomSubj,PartCirc.4,,,NomSubj|PartCirc.4
11,δ',δέ,g--------,particle indeclform,0.0,COORD,5.407,,,,,
12,ἄρα,ἄρα,g--------,particle indeclform,13.0,AuxY,5.407,,,,,
13,εἶπε,εἶπον,v3saia---,Aor,11.0,PRED_CO,5.407,Aor,,,,Aor
14,πρὸς,πρός,r--------,Prep5,13.0,AuxP,5.407,,,,,
15,ὃν,ἑός,a-s---ma-,"AccDirec.1 (Prep5), Pron3",17.0,ATR,5.407,,,,,
16,μεγαλήτορα,μεγαλήτωρ,n-s---ma-,AccDirec.1 (Prep5),17.0,ATR,5.407,,,,,
17,θυμόν,θυμός,n-s---ma-,AccDirec.1 (Prep5),14.0,OBJ,5.407,,,,,
18,·,·,u--------,,0.0,AuxK,5.407,,,,,
1,&quot;,&quot;,u--------,,23.0,AuxG,5.408,,,,,
2,ὤ,ὦ,i--------,exclam indeclform,3.0,AuxZ,5.408,,,,,
3,μοι,ἐγώ,p1s---md-,"DatEthic, Pron1",23.0,AuxY,5.408,DatEthic,,,,DatEthic
4,",",",",u--------,,3.0,AuxX,5.408,,,,,
5,ἐπεὶ,ἐπεί,c--------,conj indeclform,23.0,AuxC,5.408,,,,,
6,δὴ,δή,g--------,particle indeclform,9.0,AuxY,5.408,,,,,
7,γαῖαν,γαῖα,n-s---fa-,AccObj,10.0,OBJ,5.408,AccObj,,,,AccObj
8,ἀελπέα,ἀελπής,a-s---fa-,AccObj,7.0,ATR,5.408,AccObj,,,,AccObj
9,δῶκεν,δίδωμι,v3saia---,Aor,13.0,ADV_CO,5.408,Aor,,,,Aor
10,ἰδέσθαι,εἶδον,v--anm---,InfDyn,9.0,OBJ,5.408,InfDyn,,,,InfDyn
11,Ζεύς,Ζεύς,n-s---mn-,NomSubj,9.0,SBJ,5.409,NomSubj,,,,NomSubj
12,",",",",u--------,,13.0,AuxX,5.409,,,,,
13,καὶ,καί,c--------,conj indeclform,5.0,COORD,5.409,,,,,
14,δὴ,δή,g--------,particle indeclform,18.0,AuxY,5.409,,,,,
15,τόδε,ὅδε,p-s---na-,"AccObj, Pron4",16.0,ATR,5.409,AccObj,,,,AccObj
16,λαῖτμα,λαῖτμα,n-s---na-,AccObj,18.0,OBJ,5.409,AccObj,,,,AccObj
17,διατμήξας,διατμήγω,v-sapamn-,"NomSubj, PartCirc.3",18.0,ADV,5.409,NomSubj,PartCirc.3,,,NomSubj|PartCirc.3
18,ἐπέρησα,περάω,v1saia---,Aor,13.0,ADV_CO,5.409,Aor,,,,Aor
19,",",",",u--------,,5.0,AuxX,5.409,,,,,
20,ἔκβασις,ἔκβασις,n-s---fn-,NomSubj,23.0,SBJ,5.41,NomSubj,,,,NomSubj
21,οὔ,οὐ,d--------,adv indeclform,23.0,AuxZ,5.41,,,,,
22,πῃ,πη,g--------,particle indeclform,23.0,ADV,5.41,,,,,
23,φαίνεθ',φαίνω,v3spie---,"Pres, MidDir",0.0,PRED,5.41,Pres,MidDir,,,Pres|MidDir
24,ἁλὸς,ἅλς,n-s---mg-,GenSep,20.0,ATR,5.41,GenSep,,,,GenSep
25,πολιοῖο,πολιός,a-s---mg-,GenSep,24.0,ATR,5.41,GenSep,,,,GenSep
26,θύραζε,θύραζε,d--------,adv indeclform,20.0,ATR,5.41,,,,,
27,·,·,u--------,,0.0,AuxK,5.41,,,,,
1,ἔκτοσθεν,ἔκτοσθε,d--------,adv indeclform,33.0,ADV,5.411,,,,,
2,μὲν,μέν,g--------,particle indeclform,33.0,AuxY,5.411,,,,,
3,γὰρ,γάρ,g--------,particle indeclform,22.0,AuxY,5.411,,,,,
4,πάγοι,πάγος,n-p---mn-,NomPred,33.0,SBJ,5.411,NomPred,,,,NomPred
5,ὀξέες,ὀξύς,a-p---mn-,NomPred,4.0,ATR,5.411,NomPred,,,,NomPred
6,",",",",u--------,,22.0,AuxX,5.411,,,,,
7,ἀμφὶ,ἀμφί,d--------,adv indeclform,10.0,ADV,5.411,,,,,
8,δὲ,δέ,g--------,particle indeclform,22.0,AuxY,5.411,,,,,
9,κῦμα,κῦμα,n-s---nn-,NomSubj,10.0,SBJ,5.411,NomSubj,,,,NomSubj
10,βέβρυχεν,βρυχάομαι,v3sria---,PerfInten,22.0,PRED_CO,5.412,PerfInten,,,,PerfInten
11,ῥόθιον,ῥόθιος,a-s---nn-,NomSubj,9.0,ATR,5.412,NomSubj,,,,NomSubj
12,",",",",u--------,,22.0,AuxX,5.412,,,,,
13,λισσὴ,λισσός,a-s---fn-,NomSubj,16.0,ATR,5.412,NomSubj,,,,NomSubj
14,δ',δέ,g--------,particle indeclform,22.0,AuxY,5.412,,,,,
15,ἀναδέδρομε,ἀνατρέχω,v3sria---,Perf,22.0,PRED_CO,5.412,Perf,,,,Perf
16,πέτρη,πέτρα,n-s---fn-,NomSubj,15.0,SBJ,5.412,NomSubj,,,,NomSubj
17,",",",",u--------,,22.0,AuxX,5.412,,,,,
18,ἀγχιβαθὴς,ἀγχιβαθής,a-s---fn-,NomPred,34.0,PNOM,5.413,NomPred,,,,NomPred
19,δὲ,δέ,g--------,particle indeclform,22.0,AuxY,5.413,,,,,
20,θάλασσα,θάλασσα,n-s---fn-,NomSubj,34.0,SBJ,5.413,NomSubj,,,,NomSubj
21,",",",",u--------,,22.0,AuxX,5.413,,,,,
22,καὶ,καί,c--------,conj indeclform,0.0,COORD,5.413,,,,,
23,οὔ,οὐ,d--------,adv indeclform,25.0,AuxZ,5.413,,,,,
24,πως,πως,g--------,particle indeclform,25.0,ADV,5.413,,,,,
25,ἔστι,εἰμί,v3spia---,"PresCona, Ind, Act",22.0,PRED_CO,5.413,PresCona,Ind,Act,,PresCona|Ind|Act
26,πόδεσσι,πούς,n-p---md-,DatInstr,27.0,ADV,5.413,DatInstr,,,,DatInstr
27,στήμεναι,ἵστημι,v--ana---,InfDyn,29.0,SBJ_CO,5.414,InfDyn,,,,InfDyn
28,ἀμφοτέροισι,ἀμφότερος,a-p---md-,DatInstr,26.0,ATR,5.414,DatInstr,,,,DatInstr
29,καὶ,καί,c--------,conj indeclform,25.0,COORD,5.414,,,,,
30,ἐκφυγέειν,ἐκφεύγω,v--ana---,InfDyn,29.0,SBJ_CO,5.414,InfDyn,,,,InfDyn
31,κακότητα,κακότης,n-s---fa-,AccObj,30.0,OBJ,5.414,AccObj,,,,AccObj
32,·,·,u--------,,0.0,AuxK,5.414,,,,,
1,μή,μή,d--------,Subcl3 ,5.0,AuxZ,5.415,,,,,
2,πώς,πως,g--------,particle indeclform,5.0,ADV,5.415,,,,,
3,μ',ἐγώ,p1s---ma-,"AccObj, Pron1",5.0,OBJ,5.415,AccObj,,,,AccObj
4,ἐκβαίνοντα,ἐκβαίνω,v-sppama-,"AccObj, PartCirc.7",3.0,ATV,5.415,AccObj,PartCirc.7,,,AccObj|PartCirc.7
5,βάλῃ,βάλλω,v3sasa---,Subcl3,0.0,PRED,5.415,,,,,
6,λίθακι,λίθαξ,n-s---fd-,DatLoc (Prep5),8.0,ATR,5.415,DatLoc (Prep5),,,,DatLoc (Prep5)
7,ποτὶ,πρός,r--------,Prep5,5.0,AuxP,5.415,,,,,
8,πέτρῃ,πέτρα,n-s---fd-,DatLoc (Prep5),7.0,ADV,5.415,DatLoc (Prep5),,,,DatLoc (Prep5)
9,κῦμα,κῦμα,n-s---nn-,NomSubj,5.0,SBJ,5.416,NomSubj,,,,NomSubj
10,μέγ',μέγας,a-s---nn-,NomSubj,9.0,ATR,5.416,NomSubj,,,,NomSubj
11,ἁρπάξαν,ἁρπάζω,v-sapana-,"NomSubj, PartCirc.3",5.0,ADV,5.416,NomSubj,PartCirc.3,,,NomSubj|PartCirc.3
12,·,·,u--------,,0.0,AuxK,5.416,,,,,
1,μελέη,μέλεος,a-s---fn-,NomPred,4.0,PNOM,5.416,NomPred,,,,NomPred
2,δέ,δέ,g--------,particle indeclform,0.0,COORD,5.416,,,,,
3,μοι,ἐγώ,p1s---md-,"DatPos, Pron1",5.0,ATR,5.416,DatPos,,,,DatPos
4,ἔσσεται,εἰμί,v3sfi----,Fut,2.0,PRED_CO,5.416,Fut,,,,Fut
5,ὁρμή,ὁρμή,n-s---fn-,NomSubj,4.0,SBJ,5.416,NomSubj,,,,NomSubj
6,.,.,u--------,,0.0,AuxK,5.416,,,,,
1,εἰ,εἰ,c--------,conj indeclform,18.0,AuxC,5.417,,,,,
2,δέ,δέ,g--------,particle indeclform,0.0,COORD,5.417,,,,,
3,κ',ἄν,g--------,particle indeclform,6.0,AuxZ,5.417,,,,,
4,ἔτι,ἔτι,d--------,adv indeclform,5.0,AuxZ,5.417,,,,,
5,προτέρω,προτέρω,d--------,adv indeclform,6.0,OBJ,5.417,,,,,
6,παρανήξομαι,παρανήχομαι,v1sasm---,SubjSubor- mixed conditional?,1.0,ADV,5.417,,,,,
7,",",",",u--------,,8.0,AuxX,5.417,,,,,
8,ἤν,ἐάν,c--------,conj indeclform,6.0,AuxC,5.417,,,,,
9,που,πού,d--------,adv indeclform,10.0,ADV,5.417,,,,,
10,ἐφεύρω,ἐφευρίσκω,v1sasa---,SubjSubor- mixed conditional?,8.0,ADV,5.417,,,,,
11,ἠιόνας,ἠιών,n-p---fa-,AccObj,15.0,OBJ_CO,5.418,AccObj,,,,AccObj
12,τε,τε,g--------,particle indeclform,15.0,AuxY,5.418,,,,,
13,παραπλῆγας,παραπλήξ,n-p---fa-,AccObj,11.0,ATR,5.418,AccObj,,,,AccObj
14,λιμένας,λιμήν,n-p---ma-,AccObj,15.0,OBJ_CO,5.418,AccObj,,,,AccObj
15,τε,τε,g--------,particle indeclform,10.0,COORD,5.418,,,,,
16,θαλάσσης,θάλασσα,n-s---fg-,GenSep,14.0,ATR,5.418,GenSep,,,,GenSep
17,",",",",u--------,,1.0,AuxX,5.418,,,,,
18,δείδω,δείδω,v1spia---,"Pres, Ind, Act",2.0,PRED_CO,5.419,Pres,Ind,Act,,Pres|Ind|Act
19,μή,μή,c--------,Subcl3,18.0,AuxC,5.419,,,,,
20,μ',ἐγώ,p1s---ma-,"AccObj, Pron1",27.0,OBJ,5.419,AccObj,,,,AccObj
21,ἐξαῦτις,ἐξαῦτις,d--------,adv indeclform,22.0,ADV,5.419,,,,,
22,ἀναρπάξασα,ἀναρπάζω,v-sapafn-,"NomSubj, PartCirc.3",27.0,ADV,5.419,NomSubj,PartCirc.3,,,NomSubj|PartCirc.3
23,θύελλα,θύελλα,n-s---fn-,NomSubj,27.0,SBJ,5.419,NomSubj,,,,NomSubj
24,πόντον,πόντος,n-s---ma-,AccDirec.1 (Prep5),25.0,OBJ,5.42,,,,,
25,ἐπ',ἐπί,r--------,Prep5,27.0,AuxP,5.42,,,,,
26,ἰχθυόεντα,ἰχθυόεις,a-s---ma-,AccDirec.1 (Prep5),24.0,ATR,5.42,,,,,
27,φέρῃ,φέρω,v3spsa---,"SubjSubor (Subcl3), Pres.1",31.0,OBJ_CO,5.42,SubjSubor (Subcl3),Pres.1,,,SubjSubor (Subcl3)|Pres.1
28,βαρέα,βαρύς,a-p---na-,AccAdv,29.0,ADV,5.42,AccAdv,,,,AccAdv
29,στενάχοντα,στενάχω,v-sppama-,"AccObj, PartCirc.1",20.0,ATV,5.42,AccObj,PartCirc.1,,,AccObj|PartCirc.1
30,",",",",u--------,,31.0,AuxX,5.42,,,,,
31,ἠέ,ἤ,c--------,conj indeclform,19.0,COORD,5.421,,,,,
32,τί,τις,p-s---na-,"AccObj, Pron6",35.0,ATR,5.421,AccObj,,,,AccObj
33,μοι,ἐγώ,p1s---md-,DatVerb,36.0,OBJ,5.421,DatVerb,,,,DatVerb
34,καὶ,καί,d--------,conj indeclform,35.0,AuxZ,5.421,,,,,
35,κῆτος,κῆτος,n-s---na-,AccObj,36.0,OBJ,5.421,AccObj,,,,AccObj
36,ἐπισσεύῃ,ἐπισεύω,v3spsa---,"SubjSubor (Subcl3), Pres.1",31.0,OBJ_CO,5.421,SubjSubor (Subcl3),Pres.1,,,SubjSubor (Subcl3)|Pres.1
37,μέγα,μέγας,a-s---na-,AccObj,35.0,ATR,5.421,AccObj,,,,AccObj
38,δαίμων,δαίμων,n-s---mn-,NomSubj,36.0,SBJ,5.421,NomSubj,,,,NomSubj
39,ἐξ,ἐκ,r--------,Prep3,36.0,AuxP,5.422,,,,,
40,ἁλός,ἅλς,n-s---mg-,GenSep (Prep3),39.0,OBJ,5.422,GenSep (Prep3),,,,GenSep (Prep3)
41,",",",",u--------,,45.0,AuxX,5.422,,,,,
42,οἷά,οἷος,a-p---na-,"AccObj, Pron8",45.0,OBJ,5.422,AccObj,,,,AccObj
43,τε,τε,g--------,particle indeclform,45.0,AuxY,5.422,,,,,
44,πολλὰ,πολύς,a-p---na-,AccObj,42.0,ATV,5.422,AccObj,,,,AccObj
45,τρέφει,τρέφω,v3spia---,PresIter.1.,35.0,ATR,5.422,PresIter.1.,,,,PresIter.1.
46,κλυτὸς,κλυτός,a-s---fn-,NomSubj,47.0,ATR,5.422,NomSubj,,,,NomSubj
47,Ἀμφιτρίτη,Ἀμφιτρίτη,n-s---fn-,NomSubj,45.0,SBJ,5.422,NomSubj,,,,NomSubj
48,·,·,u--------,,0.0,AuxK,5.422,,,,,
1,οἶδα,οἶδα,v1sria---,Perf,0.0,PRED,5.423,Perf,,,,Perf
2,γάρ,γάρ,g--------,particle indeclform,1.0,AuxY,5.423,,,,,
3,",",",",u--------,,4.0,AuxX,5.423,,,,,
4,ὥς,ὡς,c--------,adv indeclform,1.0,AuxC,5.423,,,,,
5,μοι,ἐγώ,p1s---md-,"DatVerb, Pron1",6.0,OBJ,5.423,DatVerb,,,,DatVerb
