sentence_subdoc,sentence_id,document_id,ref,greek,lemma,pos,rel,syn,cite,didakta,didakta_tense,didakta_voice,didakta_mood
23.822-23.823,2282041,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,11,ἶσ̓,ἴσος,a-p---na-,10,ATR,urn:cts:greekLit:tlg0012.tlg001:23.823,AccObj,,,
23.822-23.823,2282041,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,12,ἀνελέσθαι,ἀναιρέω,v--anm---,9,OBJ,urn:cts:greekLit:tlg0012.tlg001:23.823,InfDyn_unknown_unknown,InfDyn,unknown,
23.822-23.823,2282041,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,13,.,.,u--------,0,AuxK,,,,,
23.824-23.825,2282042,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,1,αὐτὰρ,ἀτάρ,c--------,3,AuxY,urn:cts:greekLit:tlg0012.tlg001:23.824,,,,
23.824-23.825,2282042,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,2,Τυδεΐδῃ,Τυδείδης,n-s---md-,3,OBJ,urn:cts:greekLit:tlg0012.tlg001:23.824,DatVerb,,,
23.824-23.825,2282042,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,3,δῶκεν,δίδωμι,v3saia---,0,PRED,urn:cts:greekLit:tlg0012.tlg001:23.824,AorIngr_unknown_unknown,AorIngr,unknown,
23.824-23.825,2282042,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,4,μέγα,μέγας,a-s---na-,5,ATR,urn:cts:greekLit:tlg0012.tlg001:23.824,AccObj,,,
23.824-23.825,2282042,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,5,φάσγανον,φάσγανον,n-s---na-,3,OBJ,urn:cts:greekLit:tlg0012.tlg001:23.824,AccObj,,,
23.824-23.825,2282042,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,6,ἥρως,ἥρως,n-s---mn-,3,SBJ,urn:cts:greekLit:tlg0012.tlg001:23.824,NomSubj,,,
23.824-23.825,2282042,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,7,σὺν,σύν,r--------,10,AuxP,urn:cts:greekLit:tlg0012.tlg001:23.825,,,,
23.824-23.825,2282042,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,8,κολεῷ,κολεόν,n-s---nd-,11,ADV_CO,urn:cts:greekLit:tlg0012.tlg001:23.825,DatInstr,,,
23.824-23.825,2282042,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,9,τε,τε,g--------,11,AuxY,urn:cts:greekLit:tlg0012.tlg001:23.825,,,,
23.824-23.825,2282042,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,10,φέρων,φέρω,v-sppamn-,3,ADV,urn:cts:greekLit:tlg0012.tlg001:23.825,NomSubj_PartCirc_unknown,NomSubj,PartCirc,
23.824-23.825,2282042,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,11,καὶ,καί,c--------,7,COORD,urn:cts:greekLit:tlg0012.tlg001:23.825,,,,
23.824-23.825,2282042,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,12,ἐϋτμήτῳ,ἐύτμητος,a-s---md-,13,ATR,urn:cts:greekLit:tlg0012.tlg001:23.825,DatVerb,,,
23.824-23.825,2282042,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,13,τελαμῶνι,τελαμών,n-s---md-,11,ADV_CO,urn:cts:greekLit:tlg0012.tlg001:23.825,DatInstr,,,
23.824-23.825,2282042,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,14,.,.,u--------,0,AuxK,,,,,
23.826-23.827,2282043,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,1,αὐτὰρ,ἀτάρ,c--------,3,AuxY,urn:cts:greekLit:tlg0012.tlg001:23.826,,,,
23.826-23.827,2282043,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,2,Πηλεΐδης,Πηλείδης,n-s---mn-,3,SBJ,urn:cts:greekLit:tlg0012.tlg001:23.826,NomSubj,,,
23.826-23.827,2282043,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,3,θῆκεν,τίθημι,v3saia---,0,PRED,urn:cts:greekLit:tlg0012.tlg001:23.826,AorIngr_unknown_unknown,AorIngr,unknown,
23.826-23.827,2282043,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,4,σόλον,σόλος,n-s---ma-,3,OBJ,urn:cts:greekLit:tlg0012.tlg001:23.826,AccObj,,,
23.826-23.827,2282043,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,5,αὐτοχόωνον,αὐτοχόωνος,a-s---ma-,4,ATR,urn:cts:greekLit:tlg0012.tlg001:23.826,AccObj,,,
23.826-23.827,2282043,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,6,ὃν,ὅς,p-s---ma-,9,OBJ,urn:cts:greekLit:tlg0012.tlg001:23.827,AccDirec1,,,
23.826-23.827,2282043,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,7,πρὶν,πρίν,d--------,9,ADV,urn:cts:greekLit:tlg0012.tlg001:23.827,,,,
23.826-23.827,2282043,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,8,μὲν,μέν,g--------,9,AuxY,urn:cts:greekLit:tlg0012.tlg001:23.827,,,,
23.826-23.827,2282043,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,9,ῥίπτασκε,ῥίπτω,v3siia---,4,ATR,urn:cts:greekLit:tlg0012.tlg001:23.827,ImpfDesc_unknown_unknown,ImpfDesc,unknown,
23.826-23.827,2282043,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,10,μέγα,μέγας,a-s---nn-,11,ATR,urn:cts:greekLit:tlg0012.tlg001:23.827,NomSubj,,,
23.826-23.827,2282043,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,11,σθένος,σθένος,n-s---nn-,9,SBJ,urn:cts:greekLit:tlg0012.tlg001:23.827,NomSubj,,,
23.826-23.827,2282043,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,12,Ἠετίωνος,Ἠετίων,n-s---mg-,11,ATR,urn:cts:greekLit:tlg0012.tlg001:23.827,GenPos,,,
23.826-23.827,2282043,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,13,·,·,u--------,0,AuxK,,,,,
23.828-23.829,2282044,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,1,ἀλλ̓,ἀλλά,c--------,10,AuxY,urn:cts:greekLit:tlg0012.tlg001:23.828,,,,
23.828-23.829,2282044,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,2,ἤτοι,ἤτοι,g--------,4,AuxY,urn:cts:greekLit:tlg0012.tlg001:23.828,,,,
23.828-23.829,2282044,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,3,τὸν,ὁ,p-s---ma-,4,OBJ,urn:cts:greekLit:tlg0012.tlg001:23.828,AccObj,,,
23.828-23.829,2282044,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,4,ἔπεφνε,θείνω,v3saia---,10,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:23.828,Aor_unknown_unknown,Aor,unknown,
23.828-23.829,2282044,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,5,ποδάρκης,ποδαρκής,a-s---mn-,7,ATR,urn:cts:greekLit:tlg0012.tlg001:23.828,NomSubj,,,
23.828-23.829,2282044,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,6,δῖος,δῖος,a-s---mn-,7,ATR,urn:cts:greekLit:tlg0012.tlg001:23.828,NomSubj,,,
23.828-23.829,2282044,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,7,Ἀχιλλεύς,Ἀχιλλεύς,n-s---mn-,10,SBJ,urn:cts:greekLit:tlg0012.tlg001:23.828,NomSubj,,,
23.828-23.829,2282044,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,8,",",",",u--------,10,AuxX,,,,,
23.828-23.829,2282044,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,9,τὸν,ὁ,p-s---ma-,11,OBJ,urn:cts:greekLit:tlg0012.tlg001:23.829,AccObj,,,
23.828-23.829,2282044,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,10,δ̓,δέ,g--------,0,COORD,urn:cts:greekLit:tlg0012.tlg001:23.829,,,,
23.828-23.829,2282044,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,11,ἄγετ̓,ἄγω,v3siie---,10,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:23.829,ImpfDesc_unknown_unknown,ImpfDesc,unknown,
23.828-23.829,2282044,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,12,ἐν,ἐν,r--------,11,AuxP,urn:cts:greekLit:tlg0012.tlg001:23.829,,,,
23.828-23.829,2282044,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,13,νήεσσι,ναῦς,n-p---fd-,12,ADV,urn:cts:greekLit:tlg0012.tlg001:23.829,DatLoc,,,
23.828-23.829,2282044,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,14,σὺν,σύν,r--------,11,AuxP,urn:cts:greekLit:tlg0012.tlg001:23.829,,,,
23.828-23.829,2282044,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,15,ἄλλοισι,ἄλλος,a-p---nd-,16,ATR,urn:cts:greekLit:tlg0012.tlg001:23.829,DatLoc,,,
23.828-23.829,2282044,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,16,κτεάτεσσι,κτέαρ,n-p---nd-,14,ADV,urn:cts:greekLit:tlg0012.tlg001:23.829,DatLoc,,,
23.828-23.829,2282044,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,17,.,.,u--------,0,AuxK,,,,,
23.830,2282045,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,1,στῆ,ἵστημι,v3saia---,4,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:23.830,Aor_unknown_unknown,Aor,unknown,
23.830,2282045,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,2,δ̓,δέ,g--------,4,AuxY,urn:cts:greekLit:tlg0012.tlg001:23.830,,,,
23.830,2282045,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,3,ὀρθὸς,ὀρθός,a-s---mn-,1,AtvV,urn:cts:greekLit:tlg0012.tlg001:23.830,NomSubj,,,
23.830,2282045,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,4,καὶ,καί,c--------,0,COORD,urn:cts:greekLit:tlg0012.tlg001:23.830,,,,
23.830,2282045,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,5,μῦθον,μῦθος,n-s---ma-,8,OBJ,urn:cts:greekLit:tlg0012.tlg001:23.830,AccObj,,,
23.830,2282045,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,6,ἐν,ἐν,r--------,8,AuxP,urn:cts:greekLit:tlg0012.tlg001:23.830,,,,
23.830,2282045,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,7,Ἀργείοισιν,Ἀργεῖος,n-p---md-,6,ADV,urn:cts:greekLit:tlg0012.tlg001:23.830,DatVerb,,,
23.830,2282045,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,8,ἔειπεν,εἶπον,v3saia---,4,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:23.830,Aor_unknown_unknown,Aor,unknown,
23.830,2282045,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,9,·,·,u--------,0,AuxK,,,,,
23.831,2282046,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,1,ὄρνυσθ̓,ὄρνυμι,v2ppme---,0,PRED,urn:cts:greekLit:tlg0012.tlg001:23.831,ImpfIter_unknown_unknown,ImpfIter,unknown,
23.831,2282046,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,2,οἳ,ὅς,p-p---mn-,6,SBJ,urn:cts:greekLit:tlg0012.tlg001:23.831,NomSubj,,,
23.831,2282046,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,3,καὶ,καί,d--------,4,AuxZ,urn:cts:greekLit:tlg0012.tlg001:23.831,,,,
23.831,2282046,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,4,τούτου,οὗτος,a-s---mg-,5,ATR,urn:cts:greekLit:tlg0012.tlg001:23.831,GenPos,,,
23.831,2282046,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,5,ἀέθλου,ἆθλος,n-s---mg-,6,OBJ,urn:cts:greekLit:tlg0012.tlg001:23.831,GenSep,,,
23.831,2282046,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,6,πειρήσεσθε,πειράω,v2pfim---,8,ATR,urn:cts:greekLit:tlg0012.tlg001:23.831,NomSubj_unknown_unknown,NomSubj,unknown,
23.831,2282046,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,7,.,.,u--------,0,AuxK,,,,,
23.831,2282046,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,8,[0],,,1,ExD,,,,,
23.832-23.834,2282047,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,1,εἴ,εἰ,c--------,10,AuxC,urn:cts:greekLit:tlg0012.tlg001:23.832,,,,
23.832-23.834,2282047,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,2,οἱ,ἕ,p-s---md-,18,ADV,urn:cts:greekLit:tlg0012.tlg001:23.832,DatPos,,,
23.832-23.834,2282047,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,3,καὶ,καί,d--------,4,AuxZ,urn:cts:greekLit:tlg0012.tlg001:23.832,,,,
23.832-23.834,2282047,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,4,μάλα,μάλα,d--------,5,AuxZ,urn:cts:greekLit:tlg0012.tlg001:23.832,,,,
23.832-23.834,2282047,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,5,πολλὸν,πολύς,a-s---na-,6,ADV,urn:cts:greekLit:tlg0012.tlg001:23.832,AccAdv,,,
23.832-23.834,2282047,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,6,ἀπόπροθι,ἀπόπροθι,d--------,18,ADV,urn:cts:greekLit:tlg0012.tlg001:23.832,,,,
23.832-23.834,2282047,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,7,πίονες,πίων,a-p---mn-,8,ATR,urn:cts:greekLit:tlg0012.tlg001:23.832,NomSubj,,,
23.832-23.834,2282047,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,8,ἀγροί,ἀγρός,n-p---mn-,18,SBJ,urn:cts:greekLit:tlg0012.tlg001:23.832,NomSubj,,,
23.832-23.834,2282047,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,9,",",",",u--------,1,AuxX,,,,,
23.832-23.834,2282047,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,10,ἕξει,ἔχω,v3sfia---,0,PRED,urn:cts:greekLit:tlg0012.tlg001:23.833,Fut_Ind_unknown,Fut,Ind,
23.832-23.834,2282047,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,11,μιν,μιν,p-s---ma-,10,OBJ,urn:cts:greekLit:tlg0012.tlg001:23.833,AccObj,,,
23.832-23.834,2282047,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,12,καὶ,καί,d--------,13,AuxZ,urn:cts:greekLit:tlg0012.tlg001:23.833,,,,
23.832-23.834,2282047,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,13,πέντε,πέντε,m--------,15,ATR,urn:cts:greekLit:tlg0012.tlg001:23.833,,,,
23.832-23.834,2282047,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,14,περιπλομένους,περιπέλομαι,v-pppema-,15,ATR,urn:cts:greekLit:tlg0012.tlg001:23.833,NomSubj_unknown_unknown,NomSubj,unknown,
23.832-23.834,2282047,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,15,ἐνιαυτοὺς,ἐνιαυτός,n-p---ma-,10,ADV,urn:cts:greekLit:tlg0012.tlg001:23.833,AccObj,,,
23.832-23.834,2282047,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,16,χρεώμενος,χράομαι,v-sppemn-,10,ADV,urn:cts:greekLit:tlg0012.tlg001:23.834,NomSubj_PartCirc_unknown,NomSubj,PartCirc,
23.832-23.834,2282047,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,17,·,·,u--------,0,AuxK,,,,,
23.832-23.834,2282047,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,18,[0],,,1,ADV,,,,,
23.834-23.835,2282048,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,1,οὐ,οὐ,d--------,8,AuxZ,urn:cts:greekLit:tlg0012.tlg001:23.834,,,,
23.834-23.835,2282048,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,2,μὲν,μέν,g--------,10,AuxY,urn:cts:greekLit:tlg0012.tlg001:23.834,,,,
23.834-23.835,2282048,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,3,γάρ,γάρ,g--------,16,AuxY,urn:cts:greekLit:tlg0012.tlg001:23.834,,,,
23.834-23.835,2282048,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,4,οἱ,ὁ,p-s---md-,12,OBJ,urn:cts:greekLit:tlg0012.tlg001:23.834,DatVerb,,,
23.834-23.835,2282048,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,5,ἀτεμβόμενός,ἀτέμβω,v-sppemn-,12,ADV,urn:cts:greekLit:tlg0012.tlg001:23.834,NomSubj_PartCirc_unknown,NomSubj,PartCirc,
23.834-23.835,2282048,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,6,γε,γε,g--------,5,AuxZ,urn:cts:greekLit:tlg0012.tlg001:23.834,,,,
23.834-23.835,2282048,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,7,σιδήρου,σίδηρος,n-s---mg-,5,OBJ,urn:cts:greekLit:tlg0012.tlg001:23.834,GenSep,,,
23.834-23.835,2282048,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,8,ποιμὴν,ποιμήν,n-s---mn-,10,SBJ_CO,urn:cts:greekLit:tlg0012.tlg001:23.835,NomSubj,,,
23.834-23.835,2282048,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,9,οὐ,οὐ,d--------,11,AuxZ,urn:cts:greekLit:tlg0012.tlg001:23.835,,,,
23.834-23.835,2282048,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,10,δ̓,δέ,g--------,12,COORD,urn:cts:greekLit:tlg0012.tlg001:23.835,,,,
23.834-23.835,2282048,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,11,ἀροτὴρ,ἀροτήρ,n-s---mn-,10,SBJ_CO,urn:cts:greekLit:tlg0012.tlg001:23.835,NomSubj,,,
23.834-23.835,2282048,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,12,εἶσ̓,εἶμι,v3spia---,16,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:23.835,Pres_Ind_unknown,Pres,Ind,
23.834-23.835,2282048,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,13,ἐς,εἰς,r--------,12,AuxP,urn:cts:greekLit:tlg0012.tlg001:23.835,,,,
23.834-23.835,2282048,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,14,πόλιν,πόλις,n-s---fa-,13,OBJ,urn:cts:greekLit:tlg0012.tlg001:23.835,AccObj,,,
23.834-23.835,2282048,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,15,",",",",u--------,16,AuxX,,,,,
23.834-23.835,2282048,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,16,ἀλλὰ,ἀλλά,c--------,0,COORD,urn:cts:greekLit:tlg0012.tlg001:23.835,,,,
23.834-23.835,2282048,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,17,παρέξει,παρέχω,v3sfia---,16,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:23.835,Fut_Ind_unknown,Fut,Ind,
23.834-23.835,2282048,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,18,.,.,u--------,0,AuxK,,,,,
23.836-23.838,2282049,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,1,ὣς,ὡς,d--------,2,ADV,urn:cts:greekLit:tlg0012.tlg001:23.836,,,,
23.836-23.838,2282049,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,2,ἔφατ̓,φημί,v3siie---,18,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:23.836,Impf_unknown_unknown,Impf,unknown,
23.836-23.838,2282049,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,3,",",",",u--------,18,AuxX,,,,,
23.836-23.838,2282049,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,4,ὦρτο,ὄρνυμι,v3saim---,18,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:23.836,AorIngr_Ind_unknown,AorIngr,Ind,
23.836-23.838,2282049,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,5,δ̓,δέ,g--------,18,AuxY,urn:cts:greekLit:tlg0012.tlg001:23.836,,,,
23.836-23.838,2282049,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,6,ἔπειτα,ἔπειτα,d--------,4,ADV,urn:cts:greekLit:tlg0012.tlg001:23.836,,,,
23.836-23.838,2282049,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,7,μενεπτόλεμος,μενεπτόλεμος,a-s---mn-,8,ATR,urn:cts:greekLit:tlg0012.tlg001:23.836,NomSubj,,,
23.836-23.838,2282049,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,8,Πολυποίτης,Πολυποίτης,n-s---mn-,4,SBJ,urn:cts:greekLit:tlg0012.tlg001:23.836,NomSubj,,,
23.836-23.838,2282049,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,9,",",",",u--------,18,AuxX,,,,,
23.836-23.838,2282049,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,10,ἂν,ἀνά,r--------,25,AuxZ,urn:cts:greekLit:tlg0012.tlg001:23.837,,,,
23.836-23.838,2282049,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,11,δὲ,δέ,g--------,18,AuxY,urn:cts:greekLit:tlg0012.tlg001:23.837,,,,
23.836-23.838,2282049,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,12,Λεοντῆος,Λεοντεύς,n-s---mg-,14,ATR,urn:cts:greekLit:tlg0012.tlg001:23.837,GenSep,,,
23.836-23.838,2282049,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,13,κρατερὸν,κρατερός,a-s---nn-,14,ATR,urn:cts:greekLit:tlg0012.tlg001:23.837,NomSubj,,,
23.836-23.838,2282049,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,14,μένος,μένος,n-s---nn-,25,SBJ,urn:cts:greekLit:tlg0012.tlg001:23.837,NomSubj,,,
23.836-23.838,2282049,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,15,ἀντιθέοιο,ἀντίθεος,a-s---mg-,12,ATR,urn:cts:greekLit:tlg0012.tlg001:23.837,GenPos,,,
23.836-23.838,2282049,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,16,",",",",u--------,18,AuxX,,,,,
23.836-23.838,2282049,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,17,ἂν,ἀνά,r--------,26,AuxZ,urn:cts:greekLit:tlg0012.tlg001:23.838,,,,
23.836-23.838,2282049,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,18,δ̓,δέ,g--------,0,COORD,urn:cts:greekLit:tlg0012.tlg001:23.838,,,,
23.836-23.838,2282049,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,19,Αἴας,Αἴας,n-s---mn-,21,SBJ_CO,urn:cts:greekLit:tlg0012.tlg001:23.838,NomSubj,,,
23.836-23.838,2282049,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,20,Τελαμωνιάδης,Τελαμωνιάδης,n-s---mn-,19,ATR,urn:cts:greekLit:tlg0012.tlg001:23.838,NomSubj,,,
23.836-23.838,2282049,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,21,καὶ,καί,c--------,26,COORD,urn:cts:greekLit:tlg0012.tlg001:23.838,,,,
23.836-23.838,2282049,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,22,δῖος,δῖος,a-s---mn-,23,ATR,urn:cts:greekLit:tlg0012.tlg001:23.838,NomSubj,,,
23.836-23.838,2282049,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,23,Ἐπειός,Ἐπειός,n-s---mn-,21,SBJ_CO,urn:cts:greekLit:tlg0012.tlg001:23.838,NomSubj,,,
23.836-23.838,2282049,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,24,.,.,u--------,0,AuxK,,,,,
23.836-23.838,2282049,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,25,[0],,,18,PRED_CO,,,,,
23.836-23.838,2282049,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,26,[1],,,18,PRED_CO,,,,,
23.839-23.840,2282050,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,1,ἑξείης,ἑξείης,d--------,3,ADV,urn:cts:greekLit:tlg0012.tlg001:23.839,,,,
23.839-23.840,2282050,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,2,δ̓,δέ,g--------,12,AuxY,urn:cts:greekLit:tlg0012.tlg001:23.839,,,,
23.839-23.840,2282050,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,3,ἵσταντο,ἵστημι,v3piie---,12,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:23.839,ImpfDesc_Ind_unknown,ImpfDesc,Ind,
23.839-23.840,2282050,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,4,",",",",u--------,12,AuxX,,,,,
23.839-23.840,2282050,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,5,σόλον,σόλος,n-s---ma-,7,OBJ,urn:cts:greekLit:tlg0012.tlg001:23.839,AccObj,,,
23.839-23.840,2282050,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,6,δ̓,δέ,g--------,12,AuxY,urn:cts:greekLit:tlg0012.tlg001:23.839,,,,
23.839-23.840,2282050,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,7,ἕλε,αἱρέω,v3saia---,12,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:23.839,AorIngr_unknown_unknown,AorIngr,unknown,
23.839-23.840,2282050,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,8,δῖος,δῖος,a-s---mn-,9,ATR,urn:cts:greekLit:tlg0012.tlg001:23.839,NomSubj,,,
23.839-23.840,2282050,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,9,Ἐπειός,Ἐπειός,n-s---mn-,7,SBJ,urn:cts:greekLit:tlg0012.tlg001:23.839,NomSubj,,,
23.839-23.840,2282050,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,10,",",",",u--------,12,AuxX,,,,,
23.839-23.840,2282050,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,11,ἧκε,ἵημι,v3saia---,12,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:23.840,Aor_unknown_unknown,Aor,unknown,
23.839-23.840,2282050,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,12,δὲ,δέ,g--------,0,COORD,urn:cts:greekLit:tlg0012.tlg001:23.840,,,,
23.839-23.840,2282050,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,13,δινήσας,δινεύω,v-sapamn-,11,ADV,urn:cts:greekLit:tlg0012.tlg001:23.840,NomSubj_PartCirc_unknown,NomSubj,PartCirc,
23.839-23.840,2282050,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,14,·,·,u--------,0,AuxK,,,,,
